Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2016-08-15,67.57392120361328,84.1500015258789,84.27999877929688,82.95999908447266,83.0,4056000,CAT
2016-08-16,67.68636322021484,84.29000091552734,84.36000061035156,83.63999938964844,84.20999908447266,3161800,CAT
2016-08-17,67.78269958496094,84.41000366210938,84.7300033569336,83.83999633789062,84.41000366210938,2983400,CAT
2016-08-18,66.95561218261719,83.37999725341797,83.61000061035156,82.51000213623047,83.41000366210938,5003100,CAT
2016-08-19,67.32498931884766,83.83999633789062,84.37999725341797,82.76000213623047,83.05999755859375,3823900,CAT
2016-08-22,67.12423706054688,83.58999633789062,83.77999877929688,83.0,83.62000274658203,2885000,CAT
2016-08-23,67.46150970458984,84.01000213623047,84.68000030517578,83.94999694824219,83.9800033569336,3178400,CAT
2016-08-24,66.77092742919922,83.1500015258789,84.0999984741211,82.97000122070312,83.41000366210938,2200600,CAT
2016-08-25,66.52197265625,82.83999633789062,83.16999816894531,82.58999633789062,83.06999969482422,3082900,CAT
2016-08-26,66.3774185180664,82.66000366210938,83.9000015258789,82.27999877929688,83.20999908447266,3596800,CAT
2016-08-29,66.73075866699219,83.0999984741211,83.3499984741211,82.41000366210938,82.51000213623047,2253600,CAT
2016-08-30,66.2328872680664,82.4800033569336,83.1500015258789,82.30999755859375,82.86000061035156,3468700,CAT
2016-08-31,65.80728149414062,81.94999694824219,82.33999633789062,81.61000061035156,82.05999755859375,4041700,CAT
2016-09-01,65.40576934814453,81.44999694824219,82.0,80.56999969482422,81.58999633789062,4102200,CAT
2016-09-02,65.59850311279297,81.69000244140625,82.37000274658203,81.47000122070312,82.19000244140625,2449400,CAT
2016-09-06,65.91168212890625,82.08000183105469,82.2300033569336,81.4800033569336,82.01000213623047,3071000,CAT
2016-09-07,67.22862243652344,83.72000122070312,83.7300033569336,82.41000366210938,82.5,3996700,CAT
2016-09-08,67.08409118652344,83.54000091552734,83.95999908447266,83.08000183105469,83.5,3400500,CAT
2016-09-09,64.87580108642578,80.79000091552734,83.0,80.76000213623047,82.88999938964844,5311600,CAT
2016-09-12,65.78321075439453,81.91999816894531,82.12000274658203,80.0999984741211,80.2699966430664,4110800,CAT
2016-09-13,64.42610168457031,80.2300033569336,81.26000213623047,79.93000030517578,81.0999984741211,4740600,CAT
2016-09-14,65.06048583984375,81.0199966430664,81.62000274658203,80.2300033569336,80.37999725341797,5324800,CAT
2016-09-15,65.87154388427734,82.02999877929688,82.3499984741211,80.73999786376953,80.83000183105469,3499400,CAT
2016-09-16,65.88758850097656,82.05000305175781,82.08000183105469,81.20999908447266,81.62000274658203,6715400,CAT
2016-09-19,65.75106811523438,81.87999725341797,82.3499984741211,81.3499984741211,82.18000030517578,4351200,CAT
2016-09-20,65.60652160644531,81.69999694824219,82.66999816894531,81.66000366210938,82.45999908447266,2774600,CAT
2016-09-21,67.02787780761719,83.47000122070312,83.48999786376953,82.01000213623047,82.30000305175781,4264300,CAT
2016-09-22,67.05197143554688,83.5,84.44999694824219,83.30999755859375,83.97000122070312,3925200,CAT
2016-09-23,66.20077514648438,82.44000244140625,83.58000183105469,82.38999938964844,83.51000213623047,3031500,CAT
2016-09-26,66.14456176757812,82.37000274658203,82.68000030517578,82.01000213623047,82.19999694824219,3340800,CAT
2016-09-27,66.55410766601562,82.87999725341797,82.87999725341797,81.66999816894531,82.19000244140625,4295600,CAT
2016-09-28,69.53326416015625,86.58999633789062,86.66000366210938,83.13999938964844,83.25,9497100,CAT
2016-09-29,70.23995208740234,87.47000122070312,88.8499984741211,86.27999877929688,86.27999877929688,10616400,CAT
2016-09-30,71.28385925292969,88.7699966430664,88.9800033569336,87.80999755859375,87.98999786376953,6379100,CAT
2016-10-03,70.89039611816406,88.27999877929688,89.19000244140625,88.16999816894531,88.2300033569336,4294600,CAT
2016-10-04,70.27207946777344,87.51000213623047,88.94999694824219,87.18000030517578,88.5,4743300,CAT
2016-10-05,71.80582427978516,89.41999816894531,89.87000274658203,88.04000091552734,88.12000274658203,5189500,CAT
2016-10-06,71.70144653320312,89.29000091552734,89.66000366210938,88.70999908447266,88.95999908447266,3786900,CAT
2016-10-07,71.04297637939453,88.47000122070312,89.73999786376953,87.94000244140625,89.5199966430664,3774200,CAT
2016-10-10,70.84219360351562,88.22000122070312,89.5,88.13999938964844,89.0999984741211,3785700,CAT
2016-10-11,70.23995208740234,87.47000122070312,89.31999969482422,87.26000213623047,89.0999984741211,6471900,CAT
2016-10-12,70.32827758789062,87.58000183105469,87.75,87.0199966430664,87.5,3950000,CAT
2016-10-13,69.83842468261719,86.97000122070312,87.06999969482422,86.26000213623047,86.9000015258789,5677000,CAT
2016-10-14,70.40056610107422,87.66999816894531,88.41999816894531,87.55999755859375,87.83000183105469,3601000,CAT
