Date,Adj Close,Close,High,Low,Open,Volume,Ticker,Daily_Return,MA5,MA20
2016-08-15,15.347999572753906,15.347999572753906,15.362000465393066,15.029999732971191,15.168000221252441,4308000,NOW,,,
2016-08-16,14.904000282287598,14.904000282287598,15.295999526977539,14.899999618530273,15.281999588012695,4475000,NOW,-2.892880524016339,,
2016-08-17,14.61400032043457,14.61400032043457,14.9399995803833,14.53600025177002,14.842000007629395,5829000,NOW,-1.9457860732710275,,
2016-08-18,14.61400032043457,14.61400032043457,14.72599983215332,14.496000289916992,14.64799976348877,5220000,NOW,0.0,,
2016-08-19,14.73799991607666,14.73799991607666,14.791999816894531,14.515999794006348,14.571999549865723,3681500,NOW,0.8484986514520898,14.843600082397462,
2016-08-22,14.277999877929688,14.277999877929688,14.739999771118164,14.25,14.72599983215332,6752500,NOW,-3.121183612202294,14.629600143432617,
2016-08-23,14.52400016784668,14.52400016784668,14.600000381469727,14.359999656677246,14.399999618530273,5035000,NOW,1.7229324276522018,14.553600120544434,
2016-08-24,14.553999900817871,14.553999900817871,14.692000389099121,14.48799991607666,14.48799991607666,5087500,NOW,0.2065528272135797,14.541600036621094,
2016-08-25,14.720000267028809,14.720000267028809,14.982000350952148,14.555999755859375,14.633999824523926,5087500,NOW,1.1405824332979986,14.562800025939941,
2016-08-26,14.699999809265137,14.699999809265137,14.815999984741211,14.576000213623047,14.684000015258789,3732000,NOW,-0.13587267256014446,14.555200004577637,
2016-08-29,14.678000450134277,14.678000450134277,14.765999794006348,14.583999633789062,14.722000122070312,4425000,NOW,-0.14965550623335933,14.635200119018554,
2016-08-30,14.687999725341797,14.687999725341797,14.75,14.618000030517578,14.65999984741211,4380500,NOW,0.06812423287143599,14.668000030517579,
2016-08-31,14.534000396728516,14.534000396728516,14.5600004196167,14.347999572753906,14.539999961853027,4785000,NOW,-1.0484703941516238,14.664000129699707,
2016-09-01,14.800000190734863,14.800000190734863,14.817999839782715,14.38599967956543,14.425999641418457,7740500,NOW,1.8301898083491253,14.680000114440919,
2016-09-02,15.248000144958496,15.248000144958496,15.371999740600586,14.819999694824219,14.819999694824219,9946500,NOW,3.02702667871646,14.78960018157959,
2016-09-06,15.543999671936035,15.543999671936035,15.597999572753906,15.196000099182129,15.345999717712402,10698500,NOW,1.941235074524883,14.962800025939941,
2016-09-07,15.312000274658203,15.312000274658203,15.678000450134277,15.295999526977539,15.47599983215332,8607000,NOW,-1.4925334674105506,15.087600135803223,
2016-09-08,15.079999923706055,15.079999923706055,15.329999923706055,14.98799991607666,15.279999732971191,5774500,NOW,-1.5151537799807602,15.196800041198731,
2016-09-09,14.715999603271484,14.715999603271484,15.071999549865723,14.670000076293945,14.96399974822998,4222500,NOW,-2.4137952405580254,15.179999923706054,
2016-09-12,14.906000137329102,14.906000137329102,14.942000389099121,14.538000106811523,14.644000053405762,3520000,NOW,1.2911153790421404,15.111599922180176,14.825000047683716
2016-09-13,14.484000205993652,14.484000205993652,14.854000091552734,14.267999649047852,14.722000122070312,9986500,NOW,-2.8310742482729134,14.8996000289917,14.781800079345704
2016-09-14,14.51200008392334,14.51200008392334,14.656000137329102,14.395999908447266,14.494000434875488,6478000,NOW,0.19331591778146695,14.739599990844727,14.76220006942749
2016-09-15,15.541999816894531,15.541999816894531,15.550000190734863,14.595999717712402,14.654000282287598,15420500,NOW,7.09757254006802,14.831999969482421,14.808600044250488
2016-09-16,15.458000183105469,15.458000183105469,15.670000076293945,15.355999946594238,15.40999984741211,10568500,NOW,-0.5404686319565699,14.980400085449219,14.850800037384033
2016-09-19,15.197999954223633,15.197999954223633,15.640000343322754,15.180000305175781,15.576000213623047,4619500,NOW,-1.6819784305993069,15.038800048828126,14.873800039291382
2016-09-20,15.055999755859375,15.055999755859375,15.218000411987305,14.956000328063965,15.104000091552734,5618000,NOW,-0.9343347729435569,15.15319995880127,14.912700033187866
2016-09-21,15.37600040435791,15.37600040435791,15.383999824523926,14.991999626159668,15.184000015258789,5725000,NOW,2.125402853928704,15.326000022888184,14.955300045013427
2016-09-22,15.583999633789062,15.583999633789062,15.633999824523926,15.381999969482422,15.489999771118164,7032000,NOW,1.352752497146148,15.33439998626709,15.006800031661987
2016-09-23,15.489999771118164,15.489999771118164,15.555999755859375,15.359999656677246,15.52400016784668,6028000,NOW,-0.6031818844957404,15.340799903869629,15.045300006866455
2016-09-26,15.350000381469727,15.350000381469727,15.446000099182129,15.281999588012695,15.425999641418457,4545500,NOW,-0.9038049820341065,15.371199989318848,15.077800035476685
2016-09-27,15.807999610900879,15.807999610900879,15.838000297546387,15.270000457763672,15.29800033569336,7532500,NOW,2.983708260906903,15.521599960327148,15.134299993515015
2016-09-28,15.954000473022461,15.954000473022461,16.062000274658203,15.817999839782715,15.817999839782715,9465000,NOW,0.9235884723890253,15.637199974060058,15.197600030899048
2016-09-29,15.696000099182129,15.696000099182129,16.020000457763672,15.545999526977539,15.881999969482422,5142000,NOW,-1.6171515995414443,15.659600067138673,15.255700016021729
2016-09-30,15.829999923706055,15.829999923706055,15.9399995803833,15.612000465393066,15.751999855041504,7842000,NOW,0.8537195698087974,15.72760009765625,15.307200002670289
2016-10-03,15.913999557495117,15.913999557495117,15.944000244140625,15.680000305175781,15.814000129699707,5281500,NOW,0.5306357182179644,15.840399932861327,15.340499973297119
2016-10-04,15.855999946594238,15.855999946594238,15.968000411987305,15.685999870300293,15.918000221252441,7211500,NOW,-0.36445653206997886,15.85,15.35609998703003
2016-10-05,15.88599967956543,15.88599967956543,16.003999710083008,15.760000228881836,15.789999961853027,5432000,NOW,0.1892011419792894,15.836399841308594,15.38479995727539
2016-10-06,15.675999641418457,15.675999641418457,15.982000350952148,15.593999862670898,15.89799976348877,5840000,NOW,-1.3219189373212759,15.83239974975586,15.414599943161011
2016-10-07,15.704000473022461,15.704000473022461,15.789999961853027,15.494000434875488,15.630000114440918,6467500,NOW,0.17862230316731953,15.807199859619141,15.46399998664856
2016-10-10,16.006000518798828,16.006000518798828,16.097999572753906,15.807999610900879,15.807999610900879,5285000,NOW,1.923077156646591,15.825600051879883,15.519000005722045
2016-10-11,15.760000228881836,15.760000228881836,16.15999984741211,15.67199993133545,16.049999237060547,8374500,NOW,-1.5369254151158418,15.806400108337403,15.582800006866455
2016-10-12,15.053999900817871,15.053999900817871,15.413999557495117,14.604000091552734,15.326000213623047,16010000,NOW,-4.479697448037756,15.640000152587891,15.609899997711182
