Date,Close,High,Low,Open,Volume,Daily_Return,MA5,MA20
2026-03-12,255.52456665039062,258.71164792954545,253.94601921584928,258.4219063383753,40794000,-1.936274610273292,258.7096313476562,263.0876098632813
2026-03-13,249.8897705078125,256.0940459350445,249.29033192864068,255.24483747003174,36930000,-2.2051876328148423,257.24298706054685,262.5076431274414
2026-03-16,252.58729553222656,253.6563027081548,249.6499992581203,251.87794235419486,32074200,1.0794859745288043,255.83229064941406,262.3597801208496
2026-03-17,253.99598693847656,254.89516767044782,251.94787083452104,252.72716690012706,32361600,0.5577047742174601,254.5135070800781,261.87772369384766
2026-03-18,249.70994567871094,254.70534343896443,248.7708084606242,252.3974721128864,35757900,-1.6874444795081711,252.34151306152344,261.15788650512695
2026-03-19,248.73085021972656,251.5982036354298,247.0723745163624,249.17043241392184,34864100,-0.3920930967820313,250.98276977539064,260.5774230957031
2026-03-20,247.76173400878906,248.97061168291066,245.77356028907465,247.7517334570195,88331100,-0.38962445152316283,250.55716247558593,259.74868698120116
2026-03-23,251.25851440429688,254.3656523266213,250.0496214753341,253.73622734962268,40546100,1.4113480475494988,250.29140625,259.0148643493652
2026-03-24,251.4083709716797,254.5954370944537,249.32029842391177,250.1195650925759,45152300,0.059642383756863815,249.7738830566406,257.99080657958984
2026-03-25,252.38746643066406,254.76528059453105,251.3684162845015,253.86611511385965,28476700,0.3894442556547473,250.30938720703125,256.9112998962402
2026-03-26,252.6572265625,256.76344411909713,250.53918279672283,251.88793104116345,41796700,0.10688333127273353,251.09466247558595,255.90922317504882
2026-03-27,248.57098388671875,255.2548282141602,247.8416601166152,253.666280215245,47900000,-1.6173068672430957,251.2565124511719,255.14093093872071
2026-03-30,246.40298461914062,250.63907198816298,245.28400520065438,249.83982057534305,39446200,-0.8721851736991693,250.28540649414063,254.23726425170898
2026-03-31,253.55638122558594,255.24482803058763,246.87255213324852,247.6818040942864,49598100,2.9031290418426448,250.7150085449219,253.7397216796875
2026-04-01,255.3946990966797,255.94418062939917,253.096813183035,253.8461228128272,40059400,0.7250134515282447,251.316455078125,253.3955390930176
2026-04-02,255.68443298339844,255.89424639361263,250.4192795609811,253.96601496217014,31289400,0.11344553655323608,251.9218963623047,253.17723999023437
2026-04-06,258.6217041015625,261.9186847371787,256.2239194053331,256.27389167390277,29329900,1.1487876222620041,253.93204040527343,253.24717559814454
2026-04-07,253.26666259765625,255.96418954301222,245.47383916108728,255.92421782448065,62148000,-2.07060792616357,255.30477600097657,252.9284698486328
2026-04-08,258.66168212890625,259.51090582044134,256.29386854025813,258.2121146377317,41032800,2.1301735790709264,256.3258361816406,252.83205871582032
2026-04-09,260.2502136230469,260.879638597066,255.8342992320816,258.7615948993736,28121600,0.6141348347641795,257.29693908691405,252.81607360839843
2026-04-10,260.240234375,261.94865175168746,258.78155637925676,259.7406946341393,31291500,-0.0038344821731151058,258.2080993652344,253.0518569946289
2026-04-13,258.96142578125,259.9405042051452,256.4237552437805,259.49093671136296,36234700,-0.49139542039732254,258.2760437011719,253.50543975830078
2026-04-14,258.59173583984375,261.68888841493145,256.9532612999924,259.01136264890187,48370700,-0.142758690909639,259.3410583496094,253.80566177368163
2026-04-15,266.18475341796875,266.3146386359468,257.57269269729437,257.92237663273806,49913500,2.936295529114541,260.8456726074219,254.41510009765625
2026-04-16,263.15753173828125,266.91408037974617,261.0294875448873,266.55439590858066,43323100,-1.1372633634406881,261.42713623046876,255.08747940063478
2026-04-17,269.98126220703125,272.0493335842862,266.47448343207725,266.7142527536172,61436200,2.593021154924191,263.375341796875,256.15
2026-04-20,272.79864501953125,274.0275237795767,270.04120633500696,270.08114756253855,36590200,1.043547537139644,266.1427856445313,257.40184555053713
2026-04-21,265.9250183105469,272.5488901425708,265.1557075406741,271.250098918132,50209800,-2.5196703995697067,267.60944213867185,258.1351707458496
2026-04-22,272.9185791015625,273.48803128351057,266.62435952726383,267.5734973129919,43249200,2.629899524101398,268.9562072753906,259.21068115234374
2026-04-23,273.1783142089844,275.5161566987003,271.39995382845746,274.79681820267325,33399600,0.09516944880663125,270.9603637695312,260.25022354125974
2026-04-24,270.81048583984375,272.80864483253174,269.4017800912603,272.50893317942314,38157100,-0.8667702544387201,271.12620849609374,261.15788650512695
2026-04-27,267.3636474609375,268.1129570778125,264.8260075108844,265.84505761361925,41466800,-1.2727861582674027,270.039208984375,262.0975196838379
2026-04-28,270.4608154296875,272.97851539952296,268.4127145556596,272.0893199684016,40018900,1.1584102768505522,270.9463684082031,263.30041122436523
2026-04-29,269.92132568359375,270.7905199823619,266.7942019267937,267.3037117460274,30047900,-0.1994705758897597,270.3469177246094,264.1186584472656
