Date,Adj Close,Close,High,Low,Open,Volume,Ticker,Daily_Return,MA5,MA20
2019-06-12,14.5,14.5,16.75,14.0,15.875,77796800,CRWD,,,
2019-06-13,16.889999389648438,16.889999389648438,17.417499542236328,15.399999618530273,15.96500015258789,43695600,CRWD,16.48275441136853,,
2019-06-14,16.040000915527344,16.040000915527344,17.697500228881836,15.755000114440918,17.44499969482422,25056800,CRWD,-5.032554794774247,,
2019-06-17,17.502500534057617,17.502500534057617,17.502500534057617,15.5,16.1875,12990000,CRWD,9.117827525274746,,
2019-06-18,19.125,19.125,19.674999237060547,17.875,18.25,26450400,CRWD,9.270100936635917,16.81150016784668,
2019-06-19,19.30500030517578,19.30500030517578,19.947500228881836,18.388750076293945,19.6875,13276400,CRWD,0.9411780662786029,17.772500228881835,
2019-06-20,18.712499618530273,18.712499618530273,19.55500030517578,17.672500610351562,19.5,13718400,CRWD,-3.0691565774627616,18.137000274658202,
2019-06-21,18.0575008392334,18.0575008392334,18.48200035095215,17.075000762939453,18.114999771118164,10630000,CRWD,-3.500327549229476,18.540500259399415,
2019-06-24,16.99250030517578,16.99250030517578,18.09749984741211,16.270000457763672,17.762500762939453,9792000,CRWD,-5.8978290713612935,18.438500213623048,
2019-06-25,15.380000114440918,15.380000114440918,17.247499465942383,15.292499542236328,16.774999618530273,9920800,CRWD,-9.48948160526858,17.68950023651123,
2019-06-26,15.662500381469727,15.662500381469727,16.229999542236328,15.501250267028809,15.824999809265137,6502000,CRWD,1.8368027628527628,16.96100025177002,
2019-06-27,15.819999694824219,15.819999694824219,16.248750686645508,15.642749786376953,15.84749984741211,3658000,CRWD,1.005582183677567,16.38250026702881,
2019-06-28,17.072500228881836,17.072500228881836,17.094999313354492,15.824999809265137,16.09000015258789,5897200,CRWD,7.917196954607997,16.185500144958496,
2019-07-01,15.800000190734863,15.800000190734863,17.432249069213867,15.452500343322754,17.274999618530273,10683600,CRWD,-7.453507225580602,15.947000122070312,
2019-07-02,16.1299991607666,16.1299991607666,16.25749969482422,15.43025016784668,15.824999809265137,6942400,CRWD,2.0886010509370223,16.09699993133545,
2019-07-03,16.809999465942383,16.809999465942383,16.8700008392334,16.1299991607666,16.170000076293945,6256400,CRWD,4.215749166495697,16.32649974822998,
2019-07-05,16.802499771118164,16.802499771118164,16.8125,16.209999084472656,16.787500381469727,3219600,CRWD,-0.04461448579705651,16.52299976348877,
2019-07-08,16.727500915527344,16.727500915527344,17.928749084472656,16.725000381469727,17.065000534057617,18268800,CRWD,-0.44635534362413853,16.45399990081787,
2019-07-09,17.112499237060547,17.112499237060547,17.299999237060547,16.719999313354492,16.854999542236328,7130800,CRWD,2.301589002908533,16.716499710083006,
2019-07-10,18.584999084472656,18.584999084472656,18.625,17.375,17.5,10877200,CRWD,8.604820529213608,17.207499694824218,16.951375007629395
2019-07-11,17.719999313354492,17.719999313354492,18.7450008392334,17.625,18.625,9407200,CRWD,-4.654290092706281,17.38949966430664,17.11237497329712
2019-07-12,18.375,18.375,18.799999237060547,17.625,17.899999618530273,7353200,CRWD,3.6963922800599347,17.703999710083007,17.186625003814697
2019-07-15,17.899999618530273,17.899999618530273,18.573749542236328,17.850000381469727,18.5,5300400,CRWD,-2.5850360896311653,17.938499450683594,17.279624938964844
2019-07-16,17.385000228881836,17.385000228881836,18.27174949645996,17.25,17.982500076293945,6329200,CRWD,-2.8770916235959287,17.992999649047853,17.273749923706056
2019-07-17,17.75,17.75,17.889999389648438,17.397499084472656,17.5,4148000,CRWD,2.099509728575022,17.82599983215332,17.204999923706055
2019-07-18,18.1875,18.1875,18.547500610351562,17.537500381469727,17.75,11119600,CRWD,2.464788732394374,17.919499969482423,17.149124908447266
2019-07-19,20.8799991607666,20.8799991607666,21.462499618530273,20.1875,21.290000915527344,54676000,CRWD,14.804119096998502,18.420499801635742,17.25749988555908
2019-07-22,21.920000076293945,21.920000076293945,22.125,20.520000457763672,20.5674991607666,21430800,CRWD,4.980847496782959,19.224499893188476,17.450624847412108
2019-07-23,21.684999465942383,21.684999465942383,22.360000610351562,21.122499465942383,22.079999923706055,10119200,CRWD,-1.072083072689911,20.084499740600585,17.68524980545044
2019-07-24,21.864999771118164,21.864999771118164,21.962499618530273,21.375,21.697500228881836,5002800,CRWD,0.8300682942532722,20.907499694824217,18.0094997882843
2019-07-25,23.06999969482422,23.06999969482422,23.334749221801758,21.75,21.875,13081600,CRWD,5.511090493116577,21.883999633789063,18.379874753952027
2019-07-26,23.219999313354492,23.219999313354492,23.875,22.977500915527344,23.260000228881836,8212000,CRWD,0.6501934135869414,22.35199966430664,18.74987473487854
2019-07-29,21.8075008392334,21.8075008392334,23.475000381469727,20.662500381469727,23.422500610351562,13271200,CRWD,-6.083111610208903,22.329499816894533,18.98662476539612
2019-07-30,23.5,23.5,24.047500610351562,21.0,21.5,12508800,CRWD,7.761087220602847,22.692499923706055,19.371624755859376
